270001.SH,2005/03/02,0,0.02,0,0
270001.SH,2005/03/29,0,0.02,0,0
270001.SH,2005/04/20,0,0.02,0,0
270001.SH,2006/01/16,0,0.02,0,0
270001.SH,2006/02/13,0,0.03,0,0
270001.SH,2006/04/11,0,0.05,0,0
270001.SH,2006/08/31,0,0.05,0,0
270001.SH,2006/11/13,0,0.15,0,0
270001.SH,2007/01/19,0,0.8,0,0
270001.SH,2007/06/15,0,0.3,0,0
270001.SH,2007/08/24,0,0.4,0,0
270001.SH,2007/08/31,0,0.35,0,0
270002.SH,2005/03/15,0,0.02,0,0
270002.SH,2005/03/22,0,0.02,0,0
270002.SH,2005/05/11,0,0.02,0,0
270002.SH,2005/09/14,0,0.02,0,0
270002.SH,2006/01/16,0,0.02,0,0
270002.SH,2006/02/13,0,0.02,0,0
270002.SH,2006/04/10,0,0.05,0,0
270002.SH,2006/09/01,0,0.05,0,0
270002.SH,2006/11/07,0,0.1,0,0
270002.SH,2006/12/11,0,0.8,0,0
270002.SH,2007/05/24,0,0.2,0,0
270002.SH,2008/04/28,0,0.3,0,0
270002.SH,2010/01/08,0,0.025,0,0
270002.SH,2011/01/18,0,0.11,0,0
270005.SH,2006/03/30,0,0.02,0,0
270005.SH,2006/04/10,0,0.02,0,0
270005.SH,2006/05/22,0,0.065,0,0
270005.SH,2006/11/01,0,0.05,0,0
270005.SH,2006/12/01,0,0.045,0,0
270005.SH,2007/05/24,0,0.2,0,0
270005.SH,2007/06/15,0,0.2,0,0
270005.SH,2007/09/11,0,0,4.527,0
270005.SH,2007/10/11,0,0.05,0,0
270006.SH,2007/04/24,0,0.03,0,0
270006.SH,2007/05/24,0,0.2,0,0
270006.SH,2007/06/15,0,0.1,0,0
270006.SH,2008/08/18,0,0.2,0,0
270006.SH,2008/12/02,0,0.15,0,0
270006.SH,2010/01/08,0,0.32,0,0
270006.SH,2011/01/18,0,0.26,0,0
270008.SH,2009/05/08,0,0.06,0,0
270008.SH,2009/07/27,0,0.1,0,0
270008.SH,2011/01/18,0,0.05,0,0
270009.SH,2009/02/20,0,0.03,0,0
270009.SH,2010/01/08,0,0.02,0,0
270009.SH,2011/01/18,0,0.03,0,0
270009.SH,2011/06/14,0,0.1,0,0
270010.SH,2009/04/10,0,0.04,0,0
270010.SH,2009/09/07,0,0.1,0,0
270010.SH,2010/11/29,0,0.15,0,0
270022.SH,2010/11/01,0,0.1,0,0
288001.SH,2006/03/14,0,0.02,0,0
288001.SH,2006/04/06,0,0.03,0,0
288001.SH,2007/03/16,0,0.5,0,0
288001.SH,2007/05/22,0,0.45,0,0
288001.SH,2009/08/11,0,1.14,0,0
288002.SH,2006/05/12,0,0.11,0,0
288002.SH,2007/02/01,0,1.29,0,0
288102.SH,2006/10/24,0,0.005,0,0
288102.SH,2007/01/30,0,0.03,0,0
288102.SH,2007/04/17,0,0.045,0,0
288102.SH,2007/07/30,0,0.045,0,0
288102.SH,2007/11/05,0,0.042,0,0
288102.SH,2008/01/30,0,0.026,0,0
288102.SH,2008/06/24,0,0.025,0,0
288102.SH,2008/10/08,0,0.021,0,0
288102.SH,2008/12/23,0,0.05,0,0
288102.SH,2009/03/31,0,0.042,0,0
288102.SH,2009/06/30,0,0.012,0,0
288102.SH,2009/09/25,0,0.026,0,0
288102.SH,2009/12/22,0,0.011,0,0
288102.SH,2010/03/30,0,0.021,0,0
288102.SH,2010/06/29,0,0.029,0,0
288102.SH,2010/09/27,0,0.013,0,0
288102.SH,2010/12/21,0,0.035,0,0
288102.SH,2011/03/30,0,0.014,0,0
288102.SH,2011/06/28,0,0.013,0,0
290002.SH,2006/02/10,0,0.02,0,0
290002.SH,2006/05/11,0,0.03,0,0
290002.SH,2006/12/27,0,0.75,0,0
290002.SH,2007/01/16,0,0.06,0,0
290002.SH,2007/08/09,0,0.2,0,0
290002.SH,2007/08/20,0,0,2.196,0
290003.SH,2006/08/03,0,0.002,0,0
290003.SH,2006/09/06,0,0.002,0,0
290003.SH,2006/10/13,0,0.002,0,0
290003.SH,2006/11/09,0,0.002,0,0
290003.SH,2006/12/25,0,0.003,0,0
290003.SH,2007/01/23,0,0.002,0,0
290003.SH,2007/02/26,0,0.002,0,0
290003.SH,2007/03/20,0,0.002,0,0
290003.SH,2007/05/17,0,0.003,0,0
290003.SH,2007/09/03,0,0.006,0,0
290003.SH,2008/10/22,0,0.03,0,0
290003.SH,2009/02/09,0,0.05,0,0
290003.SH,2009/07/24,0,0.03,0,0
290003.SH,2010/12/01,0,0.035,0,0
290004.SH,2007/01/16,0,0.06,0,0
290004.SH,2007/02/01,0,0.03,0,0
290004.SH,2007/05/11,0,0.2,0,0
290004.SH,2007/08/14,0,0.21,0,0
290004.SH,2010/10/25,0,0.03,0,0
290004.SH,2010/12/06,0,0.07,0,0
290005.SH,2009/02/18,0,0.03,0,0
290005.SH,2009/12/21,0,0.1,0,0
290005.SH,2010/11/05,0,0.22,0,0
290005.SH,2010/12/20,0,0.03,0,0
290005.SH,2010/12/28,0,0.06,0,0
290006.SH,2009/07/24,0,0.05,0,0
290006.SH,2009/11/13,0,0.05,0,0
290006.SH,2009/12/28,0,0.05,0,0
290006.SH,2010/10/25,0,0.05,0,0
290006.SH,2010/11/01,0,0.06,0,0
290006.SH,2010/11/16,0,0.095,0,0
290006.SH,2010/12/01,0,0.025,0,0
290006.SH,2010/12/20,0,0.02,0,0
290007.SH,2010/10/28,0,0.02,0,0
290007.SH,2010/11/16,0,0.02,0,0
290007.SH,2010/12/28,0,0.01,0,0
290009.SH,2012/01/17,0,0,0,0
290010.SH,2011/07/21,0,0.02,0,0
291007.SH,2010/10/28,0,0.02,0,0
291007.SH,2010/11/16,0,0.016,0,0
291007.SH,2010/12/28,0,0.01,0,0
310308.SH,2006/04/14,0,0.02,0,0
310308.SH,2006/07/21,0,0.1,0,0
310308.SH,2006/09/26,0,0.08,0,0
310308.SH,2007/02/05,0,0.85,0,0
310308.SH,2007/07/05,0,0.412,0,0
310308.SH,2007/08/29,0,0.11,0,0
310308.SH,2011/01/11,0,0.08,0,0
310318.SH,2005/04/18,0,0.01,0,0
310318.SH,2006/05/17,0,0.017,0,0
310318.SH,2006/11/15,0,0.045,0,0
310318.SH,2006/12/19,0,0.088,0,0
310318.SH,2007/03/09,0,0.08,0,0
310318.SH,2007/06/04,0,0.16,0,0
310318.SH,2007/09/07,0,0.15,0,0
310318.SH,2007/12/04,0,0.15,0,0
310318.SH,2008/03/11,0,0.036,0,0
310318.SH,2009/07/23,0,0.02,0,0
310318.SH,2010/01/18,0,0.035,0,0
310328.SH,2006/02/17,0,0.03,0,0
310328.SH,2006/04/24,0,0.02,0,0
310328.SH,2006/08/21,0,0.05,0,0
310328.SH,2006/11/10,0,0.1,0,0
310328.SH,2006/12/19,0,0.69,0,0
310328.SH,2007/04/18,0,0,1.816,0
310328.SH,2008/01/21,0,0.18,0,0
310328.SH,2010/01/18,0,0.03,0,0
310328.SH,2011/01/11,0,0.005,0,0
310358.SH,2007/09/24,0,1.332,0,0
310368.SH,2009/04/21,0,0.05,0,0
310368.SH,2009/07/23,0,0.05,0,0
310368.SH,2010/01/19,0,0.05,0,0
310368.SH,2011/01/12,0,0.05,0,0
310378.SH,2010/01/20,0,0.007,0,0
310378.SH,2010/12/27,0,0.07,0,0
310379.SH,2010/01/20,0,0.007,0,0
310379.SH,2010/12/27,0,0.07,0,0
310388.SH,2009/11/17,0,0.015,0,0
310388.SH,2010/01/19,0,0.02,0,0
310388.SH,2011/01/12,0,0.05,0,0
320001.SH,2004/11/01,0,0.015,0,0
320001.SH,2005/02/28,0,0.015,0,0
320001.SH,2005/04/18,0,0.02,0,0
320001.SH,2005/09/07,0,0.02,0,0
320001.SH,2006/01/20,0,0.015,0,0
320001.SH,2006/03/13,0,0.04,0,0
320001.SH,2006/05/30,0,0.05,0,0
320001.SH,2006/11/01,0,0.03,0,0
320001.SH,2006/12/08,0,0.08,0,0
320001.SH,2007/01/26,0,1.18,0,0
320001.SH,2007/04/18,0,0.035,0,0
320001.SH,2007/09/06,0,0.76,0,0
320003.SH,2006/03/13,0,0.015,0,0
320003.SH,2006/05/30,0,0.08,0,0
